-9.0,1.0,-5.0,-9.0,-9.0,2.0,-9.0,-2.0,-9.0,-9.0
562.0,611.0,824.0,764.0,154.0,739.0,672.0,618.0,670.0,300.0
969.0,1382.0,1185.0,1048.0,942.0,1589.0,268.0,826.0,1515.0,515.0
1649.0,1453.0,1266.0,1675.0,1412.0,1018.0,950.0,833.0,1600.0,651.0
978.0,1552.0,749.0,1660.0,746.0,1720.0,1030.0,1493.0,1165.0,1538.0
1248.0,1359.0,669.0,1646.0,1500.0,848.0,1798.0,656.0,1419.0,767.0
1677.0,1447.0,614.0,1741.0,1762.0,885.0,1732.0,1453.0,1008.0,1308.0
1372.0,1347.0,1614.0,1619.0,1319.0,1633.0,1178.0,1634.0,1180.0,1673.0
1233.0,1757.0,1677.0,1166.0,334.0,1683.0,1057.0,1783.0,1257.0,1770.0
1131.0,1436.0,1601.0,1840.0,1514.0,1723.0,1754.0,1675.0,1640.0,1755.0
1561.0,990.0,1805.0,1284.0,1643.0,1743.0,1718.0,947.0,1524.0,1744.0
584.0,1725.0,1624.0,1621.0,685.0,1300.0,1432.0,734.0,1621.0,511.0
1877.0,1369.0,1736.0,1748.0,1659.0,1025.0,1832.0,1144.0,1679.0,1275.0
1367.0,1700.0,1819.0,1741.0,1742.0,1809.0,1655.0,1681.0,876.0,1628.0
1703.0,1752.0,1669.0,1714.0,1835.0,1534.0,1814.0,951.0,1395.0,1906.0
1751.0,1677.0,1694.0,1665.0,1373.0,1821.0,1637.0,1437.0,1602.0,1796.0
