-10.0,-9.0,-9.0,-9.0,-9.0,-6.0,3.0,-9.0,-9.0,-9.0
686.0,806.0,529.0,647.0,186.0,528.0,543.0,706.0,633.0,567.0
531.0,649.0,244.0,640.0,902.0,511.0,904.0,227.0,412.0,614.0
861.0,892.0,1464.0,817.0,1202.0,532.0,689.0,872.0,1634.0,1570.0
1258.0,1609.0,1006.0,1022.0,1719.0,1775.0,897.0,1097.0,1578.0,1599.0
1029.0,1116.0,756.0,1687.0,1703.0,1625.0,515.0,1505.0,1737.0,1698.0
1653.0,549.0,894.0,1128.0,427.0,1189.0,1594.0,936.0,462.0,1600.0
1774.0,1623.0,1908.0,1656.0,1694.0,1681.0,1643.0,1076.0,743.0,1308.0
716.0,762.0,1761.0,1068.0,1701.0,1133.0,1731.0,1742.0,1766.0,684.0
1436.0,1695.0,1603.0,1371.0,1410.0,1454.0,1815.0,1717.0,1703.0,1107.0
1586.0,1650.0,1718.0,1777.0,1684.0,1734.0,914.0,1705.0,1714.0,865.0
1831.0,1660.0,1442.0,1795.0,1825.0,1741.0,1764.0,928.0,1087.0,1813.0
1760.0,1716.0,940.0,1814.0,1127.0,1710.0,1754.0,1723.0,1668.0,1796.0
1450.0,1745.0,1760.0,1752.0,1288.0,1424.0,1763.0,799.0,1679.0,1683.0
1432.0,1466.0,1668.0,1637.0,1806.0,890.0,1356.0,1906.0,1812.0,1370.0
1435.0,1659.0,1058.0,1776.0,1216.0,1141.0,1435.0,1758.0,1433.0,1150.0
