-390.0,1082.0,1824.0,1332.0,344.0,1240.0,2208.0,1620.0,1516.0,2022.0
3062.0,1409.0,3128.0,247.0,753.0,1086.0,1319.0,1286.0,1614.0,1858.0
2063.0,1846.0,2246.0,2964.0,3084.0,1243.0,3010.0,1137.0,1918.0,1376.0
1689.0,1235.0,1762.0,2654.0,2250.0,1286.0,1308.0,2264.0,2772.0,2130.0
1873.0,1742.0,1848.0,2018.0,2388.0,3084.0,878.0,1249.0,2816.0,1607.0
3098.0,2255.0,2067.0,2064.0,2647.0,2214.0,1578.0,3072.0,2022.0,1714.0
3002.0,2958.0,1571.0,2878.0,2165.0,2860.0,2998.0,3016.0,2056.0,2946.0
2904.0,2621.0,2932.0,2932.0,2820.0,2842.0,2487.0,3048.0,1351.0,2093.0
2978.0,2017.0,3104.0,2753.0,2850.0,2936.0,3150.0,2976.0,2782.0,2726.0
2633.0,3050.0,3084.0,2584.0,2794.0,1561.0,2024.0,3174.0,2950.0,2838.0
3026.0,2936.0,1646.0,2914.0,2846.0,2006.0,2906.0,2686.0,2938.0,2612.0
2735.0,2988.0,2753.0,2140.0,2968.0,1738.0,1331.0,3128.0,2303.0,3094.0
2850.0,3000.0,2878.0,2938.0,3026.0,2948.0,2968.0,3028.0,3036.0,3076.0
2402.0,3022.0,3068.0,3084.0,3098.0,3042.0,2842.0,2892.0,3040.0,1667.0
2920.0,2838.0,2942.0,2341.0,2363.0,2946.0,2914.0,2928.0,2882.0,3028.0
1535.0,2774.0,2284.0,2812.0,2860.0,2872.0,2674.0,3076.0,1470.0,2109.0
