-10.0,-9.0,-9.0,-9.0,-9.0,-3.0,-9.0,-7.0,-4.0,3.0
595.0,277.0,498.0,533.0,524.0,608.0,632.0,269.0,626.0,661.0
960.0,804.0,1531.0,737.0,524.0,300.0,1560.0,1093.0,632.0,1223.0
1039.0,505.0,1452.0,1287.0,350.0,1148.0,1008.0,1774.0,1560.0,942.0
1160.0,1197.0,1214.0,1685.0,1765.0,1701.0,1391.0,1303.0,895.0,1711.0
1638.0,1269.0,703.0,1535.0,1501.0,1724.0,1110.0,1761.0,1061.0,1621.0
869.0,902.0,1705.0,1652.0,1113.0,1677.0,663.0,1500.0,1705.0,1266.0
1665.0,1332.0,493.0,645.0,1425.0,1804.0,1702.0,832.0,1657.0,1229.0
1430.0,1306.0,1162.0,1727.0,1099.0,1814.0,1808.0,1657.0,1390.0,1208.0
1346.0,1185.0,1310.0,1541.0,1776.0,1487.0,1681.0,1227.0,860.0,963.0
1155.0,1067.0,1772.0,1235.0,1816.0,1685.0,1807.0,1013.0,1800.0,1579.0
1812.0,1608.0,1616.0,1786.0,1798.0,1645.0,1551.0,1597.0,1653.0,1083.0
1637.0,1712.0,1722.0,1146.0,808.0,1692.0,1023.0,1743.0,1719.0,1732.0
1242.0,1303.0,1320.0,1736.0,1356.0,985.0,1677.0,1411.0,1132.0,1472.0
1746.0,1654.0,1638.0,1671.0,1288.0,1746.0,1709.0,1717.0,1156.0,1556.0
1570.0,1761.0,1701.0,1363.0,921.0,1193.0,1814.0,1753.0,1712.0,1675.0
